Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2016-01-15,15,January,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,20,20,40
2016-01-15,15,January,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,22,22,44
2014-03-03,3,March,2014,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,4,4,8
2014-03-03,3,March,2014,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,10,10,20
2016-03-03,3,March,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,3,3,6
2016-03-03,3,March,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,12,12,24
2014-03-17,17,March,2014,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,7,7,14
2014-03-17,17,March,2014,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,8,8,16
2014-03-17,17,March,2014,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,2,2,4
2016-03-17,17,March,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,7,7,14
2016-03-17,17,March,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,5,5,10
2016-03-17,17,March,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,2,2,4
2014-03-29,29,March,2014,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,28,29,57
2014-03-29,29,March,2014,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,18,18,36
2014-03-29,29,March,2014,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
2016-03-29,29,March,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,25,26,51
2016-03-29,29,March,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,20,20,40
2016-03-29,29,March,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
2014-04-09,9,April,2014,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,24,24,48
2014-04-09,9,April,2014,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,29,30,59
2016-04-09,9,April,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,25,25,50
2016-04-09,9,April,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,32,1,2,31,32,63
2014-04-20,20,April,2014,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,10,10,20
2016-04-20,20,April,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,11,11,22
2014-04-28,28,April,2014,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,17,17,34
2014-04-28,28,April,2014,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,25,25,50
2014-04-28,28,April,2014,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,5,5,10
2016-04-28,28,April,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,14,14,28
2016-04-28,28,April,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,25,25,50
2016-04-28,28,April,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,7,7,14
2014-05-23,23,May,2014,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,22,22,44
2016-05-23,23,May,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,23,23,46
2014-06-26,26,June,2014,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,8,8,16
2016-06-26,26,June,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,9,9,18
2013-09-19,19,September,2013,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,18,11,30,337,198,535
2015-09-19,19,September,2015,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,16,11,30,299,176,475
2013-11-27,27,November,2013,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,28,11,30,524,308,832
2013-11-27,27,November,2013,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,15,11,30,281,165,446
2013-11-27,27,November,2013,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,11,11,30,206,121,327
2015-11-27,27,November,2015,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,26,11,30,486,286,772
2015-11-27,27,November,2015,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,14,11,30,262,154,416
2015-11-27,27,November,2015,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,12,11,30,224,132,356
2014-01-10,10,January,2014,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,30,11,30,561,330,891
2014-01-10,10,January,2014,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,5,11,30,94,55,149
2016-01-10,10,January,2016,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,28,11,30,524,308,832
2016-01-10,10,January,2016,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,6,11,30,112,66,178
2014-01-22,22,January,2014,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,14,11,30,262,154,416
2016-01-22,22,January,2016,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,12,11,30,224,132,356
2014-01-31,31,January,2014,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,1,11,30,19,11,30
2014-01-31,31,January,2014,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,2,11,30,37,22,59
2016-01-31,31,January,2016,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,1,11,30,19,11,30
2016-01-31,31,January,2016,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,1,11,30,19,11,30
2014-02-11,11,February,2014,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,15,11,30,281,165,446
2014-02-11,11,February,2014,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,12,11,30,224,132,356
2014-02-11,11,February,2014,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,15,11,30,281,165,446
2016-02-11,11,February,2016,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,17,11,30,318,187,505
2016-02-11,11,February,2016,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,12,11,30,224,132,356
2016-02-11,11,February,2016,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,13,11,30,243,143,386
2014-02-21,21,February,2014,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,30,11,30,561,330,891
2016-02-21,21,February,2016,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,29,11,30,542,319,861
2014-04-29,29,April,2014,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,1,11,30,19,11,30
2016-04-29,29,April,2016,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,1,11,30,19,11,30
2014-05-29,29,May,2014,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,9,11,30,168,99,267
2014-05-29,29,May,2014,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,16,11,30,299,176,475
2016-05-29,29,May,2016,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,6,11,30,112,66,178
2016-05-29,29,May,2016,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,16,11,30,299,176,475
2014-06-14,14,June,2014,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,10,11,30,187,110,297
2014-06-14,14,June,2014,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,25,11,30,468,275,743
2016-06-14,14,June,2016,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,10,11,30,187,110,297
2016-06-14,14,June,2016,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,26,11,30,486,286,772
2014-07-16,16,July,2014,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,1,11,30,19,11,30
2014-07-16,16,July,2014,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,1,11,30,19,11,30
2016-07-16,16,July,2016,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,1,11,30,19,11,30
2016-07-16,16,July,2016,55,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,1,11,30,19,11,30
2013-08-02,2,August,2013,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,3,2,5,9,6,15
2013-08-02,2,August,2013,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,71,48,119
2015-08-02,2,August,2015,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5
2015-08-02,2,August,2015,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,77,52,129
2013-08-11,11,August,2013,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5,15,10,25
2013-08-11,11,August,2013,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,50,34,84
2013-08-11,11,August,2013,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,21,14,35
2015-08-11,11,August,2015,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,21,14,35
2015-08-11,11,August,2015,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5,53,36,89
2015-08-11,11,August,2015,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,27,18,45
2013-10-20,20,October,2013,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5,15,10,25
2013-10-20,20,October,2013,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,12,8,20
2015-10-20,20,October,2015,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,21,14,35
2015-10-20,20,October,2015,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,3,2,5,9,6,15
2013-11-10,10,November,2013,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,50,34,84
2015-11-10,10,November,2015,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5,53,36,89
2014-03-05,5,March,2014,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,44,30,74
2016-03-05,5,March,2016,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,14,2,5,41,28,69
2014-03-07,7,March,2014,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,71,48,119
2014-03-07,7,March,2014,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5,86,58,144
2014-03-07,7,March,2014,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,62,42,104
2016-03-07,7,March,2016,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,65,44,109
2016-03-07,7,March,2016,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,77,52,129
2016-03-07,7,March,2016,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,62,42,104
2014-05-05,5,May,2014,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,32,22,54
2014-05-05,5,May,2014,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,38,26,64
2016-05-05,5,May,2016,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,38,26,64
2016-05-05,5,May,2016,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,32,22,54
2014-07-28,28,July,2014,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,59,40,99
2016-07-28,28,July,2016,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,56,38,94
2014-05-09,9,May,2014,51,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,77,52,129
2014-05-09,9,May,2014,51,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,6,4,10
2016-05-09,9,May,2016,51,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,77,52,129
2016-05-09,9,May,2016,51,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,3,2,5,9,6,15
2013-09-05,5,September,2013,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,17,2,5,50,34,84
2013-09-05,5,September,2013,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,8,2,5,24,16,40
2013-09-05,5,September,2013,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,21,2,5,62,42,104
2015-09-05,5,September,2015,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,44,30,74
2015-09-05,5,September,2015,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,8,2,5,24,16,40
2015-09-05,5,September,2015,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,19,2,5,56,38,94
2013-09-28,28,September,2013,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,18,2,5,53,36,89
2013-09-28,28,September,2013,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,16,2,5,47,32,79
2015-09-28,28,September,2015,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,44,30,74
2015-09-28,28,September,2015,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,44,30,74
2013-10-12,12,October,2013,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,2,2,5,6,4,10
2013-10-12,12,October,2013,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,14,2,5,41,28,69
2015-10-12,12,October,2015,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,3,2,5
2015-10-12,12,October,2015,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,44,30,74
2014-01-29,29,January,2014,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,44,30,74
2014-01-29,29,January,2014,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,23,2,5,68,46,114
2016-01-29,29,January,2016,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,17,2,5,50,34,84
2016-01-29,29,January,2016,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,24,2,5,71,48,119
2014-02-05,5,February,2014,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,44,30,74
2014-02-05,5,February,2014,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,13,2,5,38,26,64
2016-02-05,5,February,2016,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,17,2,5,50,34,84
2016-02-05,5,February,2016,45,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,13,2,5,38,26,64
2013-10-13,13,October,2013,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,13,11,29,230,143,373
2013-10-13,13,October,2013,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,20,11,29,354,220,574
2015-10-13,13,October,2015,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,15,11,29,266,165,431
2015-10-13,13,October,2015,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,20,11,29,354,220,574
2013-10-26,26,October,2013,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,13,11,29,230,143,373
2013-10-26,26,October,2013,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,20,11,29,354,220,574
2015-10-26,26,October,2015,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,12,11,29,213,132,345
2015-10-26,26,October,2015,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,22,11,29,390,242,632
2013-11-28,28,November,2013,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,25,11,29,443,275,718
2015-11-28,28,November,2015,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,27,11,29,478,297,775
2014-01-24,24,January,2014,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,9,11,29,159,99,258
2014-01-24,24,January,2014,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,16,11,29,283,176,459
2016-01-24,24,January,2016,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,10,11,29,177,110,287
2016-01-24,24,January,2016,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,17,11,29,301,187,488
2014-04-13,13,April,2014,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,8,11,29,142,88,230
2016-04-13,13,April,2016,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,5,11,29,89,55,144
2014-05-11,11,May,2014,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,11,11,29,195,121,316
2014-05-11,11,May,2014,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,5,11,29,89,55,144
2016-05-11,11,May,2016,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,13,11,29,230,143,373
2016-05-11,11,May,2016,65,Seniors (64+),M,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,2,11,29,35,22,57
2013-08-17,17,August,2013,65,Seniors (64+),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,56,38,94
2013-08-17,17,August,2013,65,Seniors (64+),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,6,4,10
2015-08-17,17,August,2015,65,Seniors (64+),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,50,34,84
2015-08-17,17,August,2015,65,Seniors (64+),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5
2014-01-12,12,January,2014,65,Seniors (64+),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5
2014-01-12,12,January,2014,65,Seniors (64+),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,71,48,119
2016-01-12,12,January,2016,65,Seniors (64+),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5
2016-01-12,12,January,2016,65,Seniors (64+),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,62,42,104
2014-01-26,26,January,2014,65,Seniors (64+),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,59,40,99
2014-01-26,26,January,2014,65,Seniors (64+),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,44,30,74
2016-01-26,26,January,2016,65,Seniors (64+),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,59,40,99
2016-01-26,26,January,2016,65,Seniors (64+),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,12,2,5,35,24,59
2013-08-07,7,August,2013,60,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,65,44,109
2015-08-07,7,August,2015,60,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,56,38,94
2013-10-23,23,October,2013,60,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,14,2,5,41,28,69
2013-10-23,23,October,2013,60,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5,86,58,144
2015-10-23,23,October,2015,60,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,32,22,54
2015-10-23,23,October,2015,60,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,83,56,139
2014-02-10,10,February,2014,60,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,77,52,129
2014-02-10,10,February,2014,60,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,62,42,104
2014-02-10,10,February,2014,60,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,27,2,5,80,54,134
2016-02-10,10,February,2016,60,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,83,56,139
2016-02-10,10,February,2016,60,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,62,42,104
2016-02-10,10,February,2016,60,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,27,2,5,80,54,134
2014-03-05,5,March,2014,60,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,6,4,10
2016-03-05,5,March,2016,60,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5
2013-10-04,4,October,2013,58,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,7,7,14
2013-10-04,4,October,2013,58,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,28,29,57
2015-10-04,4,October,2015,58,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,5,5,10
2015-10-04,4,October,2015,58,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,28,29,57
2014-02-19,19,February,2014,58,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,7,7,14
2016-02-19,19,February,2016,58,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,9,9,18
2014-07-16,16,July,2014,58,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,29,30,59
2014-07-16,16,July,2014,58,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,18,18,36
2016-07-16,16,July,2016,58,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,28,29,57
2016-07-16,16,July,2016,58,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,20,20,40
2014-07-31,31,July,2014,58,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,29,30,59
2016-07-31,31,July,2016,58,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,32,1,2,31,32,63
2013-09-09,9,September,2013,31,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,18,6,24
2013-09-09,9,September,2013,31,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,16,1,4,47,16,63
2015-09-09,9,September,2015,31,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,18,6,24
